날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2020-10-14 22,부산 중구,광복동,221112,.003,.5,.032,.017,38,23
2020-10-14 23,부산 중구,광복동,221112,.003,.4,.037,.012,32,9
2020-10-14 24,부산 중구,광복동,221112,.003,.5,.037,.012,38,17
2020-10-15 01,부산 중구,광복동,221112,.003,.5,.032,.015,36,8
2020-10-15 02,부산 중구,광복동,221112,.003,.5,.037,.011,41,10
2020-10-15 03,부산 중구,광복동,221112,.003,.4,.037,.009,42,23
2020-10-15 04,부산 중구,광복동,221112,.003,.4,.036,.009,43,22
2020-10-15 05,부산 중구,광복동,221112,.003,.4,.034,.009,47,30
2020-10-15 06,부산 중구,광복동,221112,.003,.4,.031,.011,39,6
2020-10-15 07,부산 중구,광복동,221112,.003,.4,.028,.013,30,18
2020-10-15 08,부산 중구,광복동,221112,.003,.4,.019,.019,32,13
2020-10-15 09,부산 중구,광복동,221112,.003,.4,.017,.021,35,11
2020-10-15 10,부산 중구,광복동,221112,.003,.4,.026,.018,37,25
2020-10-15 11,부산 중구,광복동,221112,.003,.4,.035,.014,36,19
2020-10-15 12,부산 중구,광복동,221112,.003,.4,.041,.012,40,17
2020-10-15 13,부산 중구,광복동,221112,.005,.4,.049,.014,44,14
2020-10-15 14,부산 중구,광복동,221112,.004,.4,.05,.015,40,18
2020-10-15 15,부산 중구,광복동,221112,.003,.4,.049,.014,52,23
2020-10-15 16,부산 중구,광복동,221112,.003,.4,.045,.013,44,16
2020-10-15 17,부산 중구,광복동,221112,.003,.4,.034,.018,47,19
2020-10-15 18,부산 중구,광복동,221112,.003,.4,.029,.02,37,13
2020-10-15 19,부산 중구,광복동,221112,.003,.4,.025,.022,45,22
2020-10-15 20,부산 중구,광복동,221112,.003,.4,.033,.012,41,15
2020-10-15 21,부산 중구,광복동,221112,.003,.4,.032,.01,35,9
2020-10-15 22,부산 중구,광복동,221112,.003,.4,.031,.01,28,7
2020-10-15 23,부산 중구,광복동,221112,.002,.4,.032,.008,20,9
2020-10-15 24,부산 중구,광복동,221112,.002,.3,.034,.007,22,16
2020-10-16 01,부산 중구,광복동,221112,.002,.3,.032,.007,22,7
2020-10-16 02,부산 중구,광복동,221112,.002,.3,.035,.005,21,9
2020-10-16 03,부산 중구,광복동,221112,.002,.3,.033,.006,23,5
2020-10-16 04,부산 중구,광복동,221112,.002,.3,.031,.006,14,2
