,blueWins,blueTowerKills,blueFirstInhibitor,blueInhibitorKills,blueObjectDamageDealt,blueDeath,blueKills,blueDragonKills
7124,1,8,1,1,55658,34,36,2
7125,1,4,0,0,20647,11,22,0
7126,0,0,0,0,9415,31,16,0
7127,0,5,0,0,48036,32,25,0
7128,1,7,1,1,58926,24,34,3
7129,0,3,0,0,35070,26,11,0
7130,1,7,1,2,75346,17,32,3
7131,1,6,1,1,49857,15,22,3
7132,0,1,0,0,3502,52,36,0
7133,0,3,0,0,22610,41,31,1
7134,1,3,0,0,26167,16,27,1
7135,0,2,0,0,20798,27,21,2
7136,1,8,1,1,53154,23,44,1
7137,1,3,0,0,30509,6,19,2
7138,0,1,0,0,14419,29,9,0
7139,0,0,0,0,86,37,10,0
7140,0,3,0,0,39122,46,30,2
7141,0,4,0,0,28675,25,15,1
7142,0,3,0,0,33482,44,24,0
7143,1,7,1,2,67581,14,31,2
7144,0,4,0,0,31982,32,23,1
7145,1,5,0,0,31903,10,36,1
7146,0,1,0,0,22589,34,26,0
7147,1,9,1,2,57545,26,45,1
7148,0,2,0,0,19568,28,16,0
7149,1,8,1,2,117130,33,45,5
7150,0,4,0,0,32562,27,20,0
7151,1,4,1,2,9855,39,55,0
7152,0,4,0,0,44320,21,24,3
7153,1,7,1,1,59160,23,29,0
7154,0,2,0,0,27746,32,25,2
7155,0,0,0,0,21381,22,17,2
7156,0,4,0,0,29852,54,44,1
7157,1,4,0,0,32817,11,30,2
7158,0,1,0,0,2398,48,47,0
7159,1,7,1,1,81659,21,40,4
7160,1,3,0,0,27306,10,26,1
7161,0,0,0,0,7622,19,9,0
7162,0,1,0,0,43064,36,21,0
7163,0,2,0,0,25857,26,11,0
7164,0,1,0,0,1924,60,35,0
7165,0,0,0,0,1356,28,10,0
7166,0,0,0,0,18173,26,13,1
7167,0,1,0,0,23330,23,8,0
7168,0,2,0,0,5092,48,29,0
7169,1,8,1,1,68374,21,34,2
7170,1,2,0,1,5632,34,43,0
7171,0,0,0,0,11685,29,13,1
7172,0,4,0,0,20539,35,16,0
7173,0,3,0,0,29873,36,20,1
7174,1,8,1,1,55160,7,21,2
7175,0,3,0,0,31485,34,26,0
7176,1,4,1,3,7496,63,66,0
7177,1,6,0,0,47914,18,36,3
7178,1,2,0,0,6170,53,50,0
7179,1,4,1,2,9204,47,45,0
7180,0,4,0,0,28761,21,10,2
7181,1,4,1,2,10243,36,50,0
7182,0,11,1,2,72001,29,23,2
7183,0,3,0,1,18478,50,37,0
7184,0,8,1,2,91337,52,34,1
7185,1,3,0,0,26232,5,13,1
7186,1,7,1,1,58659,15,30,1
7187,1,7,1,1,52703,24,32,1
7188,0,0,0,0,16986,20,10,1
7189,0,1,0,0,15642,41,18,0
7190,1,10,1,1,60456,35,47,2
7191,1,11,1,3,41715,7,41,1
7192,0,0,0,0,1614,36,11,0
7193,0,3,0,0,45048,43,26,1
7194,0,2,0,0,13050,30,23,0
7195,0,4,0,0,38552,30,22,1
7196,0,2,0,0,23178,29,17,1
7197,0,2,1,1,4224,56,60,0
7198,0,4,0,0,37863,27,16,1
7199,1,11,1,3,80796,22,30,1
7200,0,2,0,0,14457,23,17,1
7201,0,3,0,0,40419,45,33,1
7202,0,0,0,0,22691,21,11,1
7203,0,1,0,0,10490,18,5,1
7204,0,2,0,0,17766,31,17,0
7205,0,4,0,0,46353,44,28,2
7206,0,1,0,0,15956,21,12,1
7207,0,3,0,0,34811,26,3,2
7208,0,3,0,0,32532,25,9,0
7209,1,3,0,0,41118,19,27,1
7210,1,5,0,0,46720,17,28,1
7211,0,3,0,0,25402,28,27,1
7212,1,5,1,1,49620,15,35,2
7213,0,3,0,0,16838,47,36,0
7214,1,8,1,1,83203,24,40,3
7215,1,3,0,0,23095,8,18,1
7216,0,4,0,0,50522,31,27,2
7217,1,4,1,2,11014,58,67,0
7218,0,7,1,1,56923,37,31,0
7219,1,7,1,1,55081,33,38,3
7220,0,1,0,0,2858,35,18,0
7221,0,2,0,0,25313,33,23,0
7222,1,4,0,0,34400,8,29,1
7223,0,0,0,0,3699,18,9,0
7224,1,8,1,1,65370,35,42,3
7225,0,1,0,0,19156,32,22,1
7226,0,3,0,0,35664,29,36,3
7227,0,1,0,0,8396,23,14,0
7228,0,1,0,0,15898,26,14,0
7229,0,1,0,0,3055,27,13,0
7230,1,0,0,0,13195,11,19,1
7231,1,6,1,1,32669,12,37,1
7232,1,7,1,1,50250,18,35,2
7233,0,3,0,0,21396,31,25,0
7234,0,4,0,0,45776,38,26,1
7235,0,0,0,0,11747,22,7,0
7236,1,10,0,1,57267,48,47,1
7237,0,1,0,0,16716,27,11,0
7238,1,1,0,0,6041,5,9,0
7239,1,8,1,2,58314,33,48,1
7240,0,2,0,0,15494,22,6,0
7241,1,9,0,1,55369,25,43,1
7242,1,4,0,1,10673,39,43,0
7243,1,8,1,1,70367,17,25,2
7244,1,8,1,2,48024,10,30,2
7245,1,2,0,0,28304,12,24,1
7246,0,2,0,0,16784,26,12,0
7247,0,3,0,0,44230,29,20,2
7248,0,2,0,0,18291,27,20,0
7249,1,4,1,3,9057,46,68,0
7250,1,5,0,0,39886,16,23,2
7251,1,5,0,0,36186,17,25,1
7252,0,0,0,0,349,35,20,0
7253,0,3,0,0,46154,44,36,3
7254,0,1,0,0,14865,41,11,0
7255,1,5,1,1,37455,12,31,2
7256,0,3,0,0,36355,56,52,1
7257,0,1,0,0,17472,21,6,1
7258,1,4,0,0,21217,10,20,1
7259,1,5,0,0,26525,10,27,0
7260,0,1,0,0,17433,33,12,0
7261,0,3,0,0,35396,12,10,1
7262,0,0,0,0,2248,38,16,0
7263,0,0,0,0,13629,23,8,1
7264,1,11,1,3,71791,19,44,3
7265,0,4,0,0,60272,24,16,2
7266,0,0,0,0,1836,53,26,0
7267,0,4,0,2,10569,51,53,0
7268,0,0,0,0,4011,27,7,0
7269,1,7,1,1,57639,20,31,2
7270,1,8,1,1,48105,8,18,1
7271,1,10,1,2,76576,17,36,2
7272,0,2,0,0,14496,37,17,0
7273,0,3,0,0,35989,30,19,1
7274,1,4,1,1,8035,37,47,0
7275,1,9,1,2,77252,25,32,3
7276,1,7,1,1,51677,18,38,1
7277,1,11,1,3,128940,39,61,3
7278,0,3,0,0,13010,28,15,0
7279,1,11,1,2,68885,19,43,1
7280,1,9,1,2,48552,26,47,1
7281,0,1,0,0,12436,13,6,0
7282,1,4,0,0,36602,14,28,1
7283,0,3,1,1,7613,65,60,0
7284,1,8,1,1,64968,20,30,2
7285,1,2,0,0,24937,16,31,1
7286,1,8,1,1,88411,36,43,2
7287,0,1,0,0,23916,41,27,0
7288,0,6,0,0,70247,25,33,2
7289,0,1,0,0,15873,47,22,0
7290,1,7,0,0,56343,14,28,2
7291,0,2,0,0,18678,43,18,1
7292,1,4,1,1,8834,17,23,0
7293,0,0,0,0,8191,31,6,0
7294,0,2,0,0,22176,33,14,1
7295,1,3,0,0,26092,11,27,1
7296,1,3,1,1,5395,29,43,0
7297,0,0,0,0,3895,28,7,0
7298,1,1,0,0,14757,5,15,0
7299,0,3,0,0,37280,34,21,2
7300,0,3,0,0,32381,30,17,2
7301,0,1,0,0,23492,29,13,1
7302,1,4,1,1,8145,50,59,0
7303,0,1,0,0,17330,29,14,0
7304,0,2,0,0,22731,29,19,0
7305,1,6,1,1,67667,13,21,1
7306,0,2,0,0,9781,20,13,0
7307,0,5,0,0,61541,30,21,0
7308,0,0,0,0,3985,9,9,0
7309,0,2,0,0,54418,30,14,2
7310,1,4,1,2,7309,24,49,0
7311,1,4,0,0,27770,2,19,1
7312,1,4,1,2,5618,18,43,0
7313,0,1,0,0,18702,34,21,1
7314,1,2,0,0,67962,24,34,3
7315,1,8,0,1,67546,25,33,3
7316,1,1,0,0,23952,12,22,2
7317,0,1,0,0,25253,53,20,2
7318,1,8,1,1,74406,24,39,2
7319,0,4,0,0,52105,26,21,1
7320,1,4,1,1,29059,8,17,2
7321,1,6,1,1,45452,22,28,1
7322,0,2,0,0,26592,25,11,0
7323,0,3,0,0,25252,34,12,0
7324,1,4,0,0,62231,8,17,2
7325,0,3,0,0,54028,51,31,1
7326,0,2,0,0,34588,17,10,1
7327,1,2,0,0,24258,5,17,1
7328,1,9,1,2,70004,7,24,1
7329,0,0,0,0,942,31,16,0
7330,0,0,0,0,7033,19,6,0
7331,0,4,0,0,50501,36,28,2
7332,0,0,0,0,5051,17,1,0
7333,0,1,0,0,16554,30,18,0
7334,0,1,0,0,3007,48,52,0
7335,0,3,0,0,19532,25,8,1
7336,0,4,0,0,42853,29,18,1
7337,0,0,0,0,6252,18,7,0
7338,1,4,0,2,11049,64,73,0
7339,1,7,0,0,40979,18,25,2
7340,0,2,0,0,32465,36,22,0
7341,0,3,0,0,34427,56,42,1
7342,1,10,1,1,70235,30,38,2
7343,0,1,0,0,18545,24,9,1
7344,1,8,1,1,68538,27,39,1
7345,1,4,1,2,13044,57,66,0
7346,0,2,0,0,29845,39,23,1
7347,1,10,1,2,86930,19,37,4
7348,1,8,1,1,58422,17,24,2
7349,0,1,0,0,7939,24,12,0
7350,0,3,0,0,37095,35,21,0
7351,1,8,0,2,57171,24,26,3
7352,1,5,0,0,26263,12,20,0
7353,1,5,0,0,46435,12,25,2
7354,1,7,1,1,66655,36,35,3
7355,0,1,0,0,3749,48,43,0
7356,1,0,0,0,503,0,3,0
7357,1,4,1,3,10456,68,68,0
7358,0,0,0,0,2916,53,23,0
7359,1,4,0,0,51236,13,27,2
7360,1,7,1,1,44998,33,36,1
7361,0,0,0,0,3048,18,9,0
7362,0,1,0,0,34398,31,10,2
7363,1,4,1,2,9540,45,63,0
7364,1,5,0,0,41283,8,28,2
7365,0,2,0,0,28891,26,8,0
7366,0,2,0,0,28629,19,12,0
7367,1,8,1,1,48843,15,32,2
7368,1,7,1,1,52979,29,32,1
7369,1,4,0,0,42786,9,20,1
7370,0,0,0,0,3978,33,16,0
7371,1,3,0,0,26940,5,20,2
7372,0,1,0,0,27089,33,17,2
7373,0,0,0,0,0,46,25,0
7374,1,8,0,1,81862,36,42,1
7375,1,11,1,3,92710,47,55,3
7376,0,1,0,0,8937,36,13,0
7377,1,11,1,3,63818,12,36,2
7378,1,2,0,0,15406,12,20,0
7379,0,4,0,0,47490,39,29,3
7380,0,1,0,0,2964,62,46,0
7381,1,8,1,1,78856,25,34,1
7382,1,10,1,1,83258,20,36,3
7383,0,2,0,0,5133,77,65,0
7384,0,1,0,0,14936,16,4,0
7385,1,9,1,1,38815,15,20,1
7386,1,4,0,0,35780,12,32,3
7387,0,1,0,0,21064,16,12,0
7388,1,5,0,0,42689,23,37,1
7389,1,4,0,2,14634,65,60,0
7390,1,7,1,1,58977,12,25,3
7391,1,8,1,1,66358,40,35,2
7392,1,5,0,0,46066,13,33,2
7393,1,10,1,2,73519,28,41,3
7394,0,0,0,0,6271,35,8,0
7395,1,4,0,0,28434,7,21,1
7396,0,2,0,1,3874,68,48,0
7397,0,0,0,0,7198,25,11,0
7398,1,7,1,1,64741,28,35,2
7399,0,1,0,0,12903,22,5,0
7400,1,11,1,1,110333,25,46,2
7401,1,2,0,0,20239,11,24,0
7402,0,0,0,0,1855,50,36,0
7403,0,2,0,0,18451,28,7,0
7404,1,6,1,1,61122,14,24,3
7405,1,7,1,1,57278,35,41,1
7406,1,10,1,2,53645,17,32,1
7407,1,5,1,1,42087,9,31,2
7408,0,1,0,0,2276,45,34,0
7409,1,8,1,1,39586,5,22,1
7410,0,6,0,0,45978,43,42,1
7411,0,5,0,0,37380,40,34,1
7412,0,2,0,0,14995,17,6,0
7413,0,2,0,1,4794,59,58,0
7414,1,7,1,1,66781,15,27,2
7415,1,4,0,0,41065,20,34,2
7416,1,10,1,2,85758,23,39,3
7417,1,4,1,1,10296,47,51,0
7418,0,6,0,0,51288,45,39,2
7419,1,2,1,1,6882,39,32,0
7420,1,3,0,0,36690,12,23,2
7421,0,1,0,0,20583,17,15,0
7422,1,4,0,0,19544,11,23,0
7423,0,2,0,0,30384,44,24,2
7424,1,11,1,3,99896,18,22,3
7425,1,4,1,2,8391,39,46,0
7426,0,3,0,0,24624,25,13,0
7427,1,3,1,2,55953,30,45,0
7428,0,0,0,0,2230,42,31,0
7429,0,1,0,0,21843,31,16,1
7430,0,0,0,0,12704,35,18,0
7431,0,1,0,0,9113,40,19,0
7432,1,4,1,3,8562,48,60,0
7433,0,4,0,0,52947,33,20,1
7434,0,3,0,0,43266,42,27,2
7435,1,10,1,2,64089,23,42,2
7436,1,4,1,1,10711,44,62,0
7437,0,2,0,1,4179,47,42,0
7438,0,5,0,1,30060,43,20,0
7439,1,10,1,1,60829,19,36,4
7440,0,0,0,0,9427,30,11,0
7441,0,4,0,0,52197,31,26,3
7442,0,0,0,0,30993,23,12,2
7443,1,11,1,2,64989,41,57,2
7444,0,0,0,0,966,38,31,0
7445,1,8,1,1,76719,18,26,3
7446,0,3,0,0,35362,34,29,0
7447,1,2,0,0,31566,12,35,1
7448,1,2,0,0,18606,8,19,2
7449,1,6,0,0,32791,21,31,1
7450,0,5,0,0,48999,26,23,1
7451,0,0,0,0,5023,25,8,0
7452,1,4,0,0,42050,13,23,2
7453,0,7,1,2,79076,41,30,2
7454,1,3,1,1,19954,19,40,0
7455,0,0,0,0,0,32,18,0
7456,1,8,1,1,48632,19,31,1
7457,1,4,1,1,8554,33,56,0
7458,1,7,0,0,59319,21,47,4
7459,1,7,1,1,50329,17,36,2
7460,0,2,0,0,28613,40,27,0
7461,0,4,0,0,31476,48,32,2
7462,0,2,1,1,5067,37,29,0
7463,1,7,1,1,63778,25,34,2
7464,1,0,0,0,12034,4,11,0
7465,1,9,1,2,61498,20,28,2
7466,1,4,1,2,9852,61,62,0
7467,1,9,1,1,81471,23,41,3
7468,1,6,0,0,52590,7,30,2
7469,0,2,0,0,35372,49,41,0
7470,0,2,0,0,18222,34,21,1
7471,1,8,1,2,78079,37,42,3
7472,1,3,1,1,24328,23,45,0
7473,1,7,1,1,30947,26,32,1
7474,1,7,1,2,63165,25,31,2
7475,0,3,0,0,48127,32,24,1
7476,1,9,1,2,91513,18,38,2
7477,1,7,1,1,60298,36,26,2
7478,1,6,1,1,58578,12,26,2
7479,0,2,0,0,23556,37,20,0
7480,0,1,0,0,15634,38,22,1
7481,0,2,0,0,22700,28,23,1
7482,1,8,1,2,66515,16,41,1
7483,1,6,0,1,45302,31,37,2
7484,0,2,0,0,39045,19,13,3
7485,0,3,0,0,33808,32,27,1
7486,1,3,1,1,46900,35,51,0
7487,0,4,0,0,79171,27,15,3
7488,0,3,0,0,41992,33,22,1
7489,1,6,1,1,69075,25,29,2
7490,1,3,0,0,15214,14,34,1
7491,0,3,0,0,43247,39,16,1
7492,1,3,0,0,51018,8,16,1
7493,0,0,0,0,0,24,19,0
7494,0,4,0,0,33705,48,29,0
7495,1,3,0,0,29478,15,23,2
7496,0,1,0,0,11178,36,18,0
7497,0,0,0,0,13514,28,15,0
7498,1,7,1,1,38239,3,11,2
7499,1,8,1,1,57131,24,32,2
7500,1,3,0,0,25621,9,27,0
7501,0,0,0,0,2464,23,4,0
7502,1,8,1,1,60053,18,33,2
7503,1,5,0,0,47490,24,30,1
7504,1,0,0,0,0,0,1,0
7505,1,10,1,2,53513,6,26,1
7506,0,4,0,0,43263,35,11,1
7507,1,8,1,1,56648,24,29,0
7508,0,0,0,0,12259,26,15,0
7509,1,3,1,1,24975,24,32,0
7510,0,0,0,0,15886,28,7,0
7511,1,9,1,2,57030,32,36,3
7512,0,2,0,0,22084,37,16,0
7513,0,4,0,0,32825,34,17,0
7514,0,0,0,0,4361,16,2,0
7515,1,9,0,1,79039,24,42,2
7516,1,3,1,1,7273,31,56,0
7517,0,1,0,0,2360,55,42,0
7518,0,2,0,0,29420,28,14,0
7519,0,0,0,0,1930,39,26,0
7520,1,8,1,2,73527,25,32,3
7521,0,3,0,0,37904,35,20,0
7522,0,4,0,0,51893,44,29,2
7523,1,7,1,1,41438,4,20,2
7524,1,6,0,0,44510,14,21,1
7525,0,0,0,0,10982,31,4,1
7526,1,11,1,3,77072,10,31,3
7527,0,4,0,0,50104,38,31,3
7528,1,8,1,1,80923,32,43,3
7529,1,7,1,1,63917,35,30,2
7530,0,6,1,1,67810,42,30,0
7531,0,4,0,0,42514,32,20,2
7532,0,0,0,0,9044,43,18,0
7533,1,8,1,1,77915,18,33,3
7534,1,5,1,1,49354,13,22,4
7535,1,4,0,0,45670,14,19,1
7536,0,2,0,0,18269,33,13,0
7537,0,2,0,0,23883,21,8,1
7538,0,0,0,0,0,31,24,0
7539,1,9,1,1,84373,16,23,3
7540,1,9,1,1,56666,9,36,2
7541,0,3,0,0,21636,24,16,0
7542,0,2,0,0,15521,28,20,2
7543,1,10,1,2,103076,14,30,4
7544,1,6,0,0,36642,5,30,1
7545,1,6,1,1,36388,19,28,1
7546,1,3,1,1,7335,24,38,0
7547,0,2,0,0,39652,25,21,2
7548,0,5,0,0,57131,37,43,0
7549,1,11,1,2,80748,22,36,3
7550,1,5,0,0,20567,4,21,0
7551,1,4,0,0,52228,7,18,2
7552,1,4,0,0,38324,9,18,1
7553,0,1,0,0,2796,76,59,0
7554,0,0,0,0,10876,27,11,0
7555,1,8,1,1,67241,19,37,2
7556,1,3,0,0,21569,9,24,1
7557,1,11,1,2,66221,17,34,1
7558,0,1,0,0,16188,26,8,0
7559,0,0,0,0,0,62,34,0
7560,0,2,0,0,25264,30,23,1
7561,0,4,0,0,56319,29,28,1
7562,1,9,1,2,66815,19,38,1
7563,1,2,0,0,15365,15,29,0
7564,0,0,0,0,15336,21,8,0
7565,0,3,0,0,36941,45,23,1
7566,1,7,1,1,63543,12,29,3
7567,0,2,0,0,33482,31,13,0
7568,1,2,0,0,16149,9,19,0
7569,1,8,1,1,77330,16,32,1
7570,1,7,1,1,74350,25,38,4
7571,1,8,0,1,73911,33,40,2
7572,1,8,1,1,86220,23,30,4
7573,0,4,0,0,25869,34,17,0
7574,0,1,0,0,12019,21,9,1
7575,0,3,0,0,38453,29,21,2
7576,1,4,0,0,18099,6,24,1
7577,1,9,1,2,77376,31,31,3
7578,1,9,1,1,68506,16,28,2
7579,0,1,0,0,9427,12,2,0
7580,0,1,0,0,48662,37,33,0
7581,0,0,0,0,3852,35,29,0
7582,1,7,1,1,74998,31,37,4
7583,1,7,1,1,65542,23,25,2
7584,0,5,0,0,59050,45,25,2
7585,0,1,0,0,2866,58,36,0
7586,1,7,1,1,34349,16,33,1
7587,0,4,0,0,29067,27,21,1
7588,1,4,0,0,31376,5,25,1
7589,0,0,0,0,1558,37,26,0
7590,0,2,0,0,28335,34,24,0
7591,0,5,0,0,48044,49,44,1
7592,0,0,0,0,27943,33,16,2
7593,1,8,1,1,25360,4,19,0
7594,1,8,0,1,54501,31,31,1
7595,1,4,0,1,10269,49,52,0
7596,0,4,0,0,39671,30,20,1
7597,1,5,0,0,39328,18,35,2
7598,1,5,1,1,56588,15,28,2
7599,0,2,0,0,23755,24,35,0
7600,0,2,0,0,12559,33,21,0
7601,0,1,0,0,19671,23,8,0
7602,0,0,0,0,15656,62,40,0
7603,0,2,0,0,20866,30,17,0
7604,1,3,1,1,23231,14,35,0
7605,0,2,0,0,22927,41,19,0
7606,1,4,0,0,65203,14,24,2
7607,0,3,0,0,32672,34,23,2
7608,0,0,0,0,6089,23,10,0
7609,0,1,0,0,34082,22,15,1
7610,1,5,0,0,28394,5,28,1
7611,0,0,0,0,14721,48,23,0
7612,0,0,0,0,4685,23,13,0
7613,0,4,0,0,29807,35,15,0
7614,1,9,1,2,48219,23,29,2
7615,1,3,1,1,25182,7,35,0
7616,0,3,0,0,43974,27,20,3
7617,1,7,0,0,54354,17,28,2
7618,0,0,0,0,1588,52,29,0
7619,0,1,0,0,3431,43,44,0
7620,1,10,1,1,81973,13,36,3
7621,1,11,1,4,72629,40,42,1
7622,0,11,1,3,91965,41,34,4
7623,0,0,0,0,15181,40,17,0
7624,1,4,1,2,8577,33,48,0
7625,1,6,1,1,63120,17,32,2
7626,1,4,1,1,8830,28,45,0
7627,0,4,0,0,29640,42,52,2
7628,1,5,0,0,39676,6,23,2
7629,0,2,0,0,31829,39,26,2
7630,1,9,1,1,48661,12,26,1
7631,1,4,0,0,20616,17,31,0
7632,1,8,1,1,51748,42,43,2
7633,0,2,0,0,26252,40,27,1
7634,1,6,0,0,72724,16,20,2
7635,0,7,1,1,84002,36,40,3
7636,1,5,1,1,33170,19,34,1
7637,0,1,0,0,16088,20,13,0
7638,1,2,1,1,4726,49,49,0
7639,0,2,0,0,11782,48,18,0
7640,0,1,0,0,11219,34,20,0
7641,1,7,1,1,59692,15,32,3
7642,0,1,0,0,1920,45,32,0
7643,0,3,0,0,78021,31,32,3
7644,1,7,1,1,33165,1,13,1
7645,1,4,1,1,8581,28,43,0
7646,1,6,1,1,60861,19,36,2
7647,0,2,0,0,11271,17,3,0
7648,1,9,1,1,42477,18,40,1
7649,1,4,1,2,7250,54,53,0
7650,0,2,0,0,19427,25,11,0
7651,0,1,0,0,8992,25,16,0
7652,1,7,1,1,64330,17,46,1
7653,1,6,0,0,66741,27,34,4
7654,0,2,0,0,39395,37,26,1
7655,1,8,1,1,76315,30,34,1
7656,0,6,1,1,49933,46,33,2
7657,1,3,0,0,29053,7,16,2
7658,0,0,0,0,7458,26,7,0
7659,0,3,0,0,25766,18,12,2
7660,0,4,0,0,20849,37,26,0
7661,1,2,0,0,16317,6,19,1
7662,0,4,0,0,24797,26,24,1
7663,1,7,1,1,39131,21,37,1
7664,0,3,0,0,22625,31,24,0
7665,1,4,1,1,8579,6,18,0
7666,0,0,0,0,10113,43,19,0
7667,1,4,1,1,7467,29,52,0
7668,1,7,1,1,58429,11,35,3
7669,0,0,0,0,6785,21,9,0
7670,1,7,1,1,42280,19,25,0
7671,1,4,0,0,37388,16,28,2
7672,0,4,0,0,41552,30,37,1
7673,1,6,0,0,41828,10,31,1
7674,0,3,0,0,21531,35,15,0
7675,1,5,0,0,38748,9,25,2
7676,0,0,0,0,1645,19,6,0
7677,1,2,1,1,5171,22,33,0
7678,1,4,1,1,8003,52,48,0
7679,1,4,1,2,9055,37,43,0
7680,0,1,0,0,2507,49,27,0
7681,1,10,1,1,37251,9,33,1
7682,1,4,1,1,9877,35,38,0
7683,0,5,0,0,50281,35,32,3
7684,0,0,0,0,16369,23,7,0
7685,0,2,0,0,18939,27,23,2
7686,1,3,0,0,25473,10,26,1
7687,0,2,0,0,23392,30,20,0
7688,0,1,0,0,10631,25,10,0
7689,0,3,0,0,48547,37,23,0
7690,1,9,1,2,91534,19,26,4
7691,0,3,0,0,22933,21,12,0
7692,1,4,0,0,36307,12,28,2
7693,1,4,1,2,18763,52,61,0
7694,1,1,0,0,36927,15,26,1
7695,0,0,0,0,5201,33,12,0
7696,1,10,1,2,86319,27,41,4
7697,1,10,1,2,71422,24,36,2
7698,0,1,0,0,17633,27,10,0
7699,1,2,0,0,21894,8,18,2
7700,0,2,0,0,34472,36,30,1
7701,1,6,1,1,26790,4,18,0
7702,1,2,0,0,11061,8,26,0
7703,1,7,1,1,57967,17,29,3
7704,0,2,1,1,5465,48,41,0
7705,0,4,0,0,53085,44,46,2
7706,1,6,0,0,40702,19,34,1
7707,1,8,1,1,32727,15,34,0
7708,0,2,0,0,20528,50,30,0
7709,1,6,1,1,28675,0,20,1
7710,0,0,0,0,12370,24,17,0
7711,0,0,0,0,265,55,34,0
7712,1,6,1,1,65555,8,29,3
7713,0,2,0,0,14345,34,20,0
7714,1,8,0,1,50726,29,38,2
7715,0,3,0,0,35102,38,24,0
7716,1,2,0,0,23960,9,19,2
7717,1,5,0,0,27766,12,24,1
7718,1,9,1,1,84625,19,28,3
7719,1,7,1,1,45846,29,36,1
7720,0,0,0,0,13834,24,15,1
7721,1,7,1,1,75002,14,31,3
7722,0,1,0,0,32496,35,17,1
7723,1,8,1,1,56279,26,36,2
7724,0,7,0,2,63293,37,22,1
7725,1,4,1,1,7725,34,42,0
7726,1,7,1,1,32474,29,38,0
7727,0,0,0,0,6876,21,8,0
7728,0,2,0,0,19698,39,16,0
7729,0,1,0,0,12883,15,12,1
7730,1,5,0,0,46480,12,39,1
7731,0,3,0,0,23042,33,24,0
7732,0,7,1,2,67225,37,23,0
7733,1,4,0,0,54348,16,31,2
7734,0,3,0,0,36402,49,38,0
7735,0,0,0,0,8588,34,18,1
7736,1,5,0,0,53898,20,36,1
7737,0,8,1,1,58361,39,48,2
7738,1,11,1,3,47123,15,34,0
7739,1,7,1,1,40028,10,33,1
7740,0,0,0,0,18704,28,13,0
7741,1,3,1,1,7349,26,50,0
7742,0,3,0,0,56301,37,31,3
7743,1,8,1,1,68837,18,40,2
7744,0,0,0,0,16325,27,12,0
7745,1,4,0,0,43269,7,16,1
7746,1,7,1,1,58556,17,23,4
7747,1,10,1,1,59116,22,40,3
7748,1,6,0,0,59401,14,23,3
7749,1,3,0,0,27416,10,18,1
7750,1,10,1,2,104226,32,44,4
7751,1,8,1,1,42039,28,41,1
7752,0,0,0,0,2314,40,36,0
7753,0,0,0,0,2225,29,5,0
7754,0,1,0,0,8671,32,14,0
7755,0,2,0,0,17183,36,18,0
7756,1,2,0,0,17427,8,23,0
7757,1,9,1,2,50885,17,35,4
7758,1,11,1,3,76821,17,30,3
7759,1,5,0,0,29701,15,31,1
7760,1,7,1,1,52397,14,24,0
7761,0,1,0,0,5679,42,12,0
7762,0,1,0,0,14400,32,14,0
7763,0,2,0,0,28264,35,10,0
7764,1,7,1,1,64173,30,43,1
7765,0,1,0,0,16471,20,11,1
7766,1,6,0,0,39728,8,19,2
7767,1,9,1,2,59774,20,30,1
7768,0,2,0,0,4744,45,36,0
7769,1,2,0,0,21895,10,27,1
7770,0,6,1,1,49109,37,18,2
7771,1,9,1,1,104278,20,36,3
7772,1,10,1,2,39018,14,38,1
7773,1,9,1,2,85339,23,33,3
7774,1,4,0,1,9594,51,64,0
7775,0,0,0,0,1745,15,4,0
7776,0,1,0,0,13490,17,7,0
7777,1,8,1,1,99111,27,38,3
7778,1,4,0,0,17222,8,20,0
7779,1,9,1,2,57832,20,28,2
7780,0,0,0,0,9954,30,16,1
7781,0,0,0,0,7417,42,18,0
7782,1,5,1,1,47379,11,33,2
7783,0,4,0,0,51476,57,42,2
7784,1,3,1,1,15901,36,45,0
7785,0,3,0,0,18246,22,14,0
7786,1,9,1,3,70918,40,54,4
7787,0,1,0,0,27329,33,26,1
7788,0,2,0,0,27814,29,23,1
7789,0,3,0,0,74929,30,29,3
7790,1,4,0,0,23306,6,23,0
7791,1,5,1,1,47605,25,41,3
7792,0,4,0,0,51425,29,19,0
7793,0,5,0,0,46520,33,28,2
7794,1,8,1,1,66797,19,31,1
7795,1,10,1,2,58274,12,33,2
7796,0,2,0,0,35855,39,30,1
7797,1,11,1,4,95424,22,31,2
7798,1,8,0,1,63847,33,47,2
7799,0,3,0,0,65282,41,31,3
7800,0,8,1,1,58454,32,34,2
7801,1,5,0,0,76947,49,38,2
7802,0,3,0,0,27115,25,16,1
7803,1,7,0,0,62720,30,37,3
7804,1,10,1,2,50763,18,39,3
7805,0,0,0,0,5173,25,7,0
7806,0,2,0,0,41509,30,20,3
7807,0,2,0,0,18588,27,10,0
7808,1,7,0,1,76803,30,38,2
7809,0,3,0,0,41178,31,28,3
7810,1,4,0,0,43499,5,24,2
7811,0,6,1,1,78057,47,36,0
7812,1,4,1,2,10213,53,54,0
7813,1,2,0,0,26118,6,24,1
7814,1,3,0,0,23030,10,19,1
7815,0,2,0,1,4915,61,53,0
7816,0,1,0,0,13257,32,22,0
7817,1,3,0,0,19896,7,13,2
7818,1,4,0,0,51100,22,35,1
7819,0,0,0,0,6597,25,13,0
7820,1,6,1,1,53172,34,35,3
